Crop,Area_hectares,Temperature_C,Rainfall_mm,N_kg_ha,P_kg_ha,K_kg_ha,Fertilizer_kg_ha,Irrigation_percent,Yield_tons_per_hectare
mungbean,30.0,29.16,633.6,33.9,21.2,31.2,56.9,18.1,1.13
chickpea,11.37,21.31,670.6,42.8,25.2,35.6,69.5,21.0,1.62
muskmelon,6.77,31.04,629.8,35.2,18.7,31.8,105.0,41.1,17.88
mungbean,14.67,27.73,522.5,34.3,41.5,38.8,62.1,13.9,1.31
maize,11.63,26.89,462.2,63.4,47.0,46.6,167.6,65.8,6.66
cotton,5.33,23.07,536.3,83.2,46.9,28.8,120.7,49.6,2.51
watermelon,3.15,24.2,452.2,68.7,34.5,48.1,94.6,60.4,13.5
rice,5.13,32.13,1215.0,83.6,39.3,47.1,159.9,95.0,3.31
maize,3.23,25.42,736.4,102.9,52.1,42.5,190.0,58.0,5.38
rice,4.98,28.72,1383.7,97.6,40.0,17.8,145.4,80.7,4.71
lentil,3.22,15.16,416.9,54.4,34.9,38.7,72.0,46.4,1.62
orange,7.28,26.06,1073.7,57.5,25.5,39.0,117.2,34.2,14.97
mothbeans,2.7,29.08,497.0,25.4,34.2,15.5,44.0,24.2,1.33
banana,16.09,32.27,1585.8,74.3,38.8,48.1,203.2,67.4,26.98
apple,7.1,18.18,783.0,52.7,32.5,38.9,95.7,23.9,11.71
cotton,28.1,29.04,509.3,75.9,37.8,51.3,133.4,54.9,2.36
kidneybeans,8.53,17.54,951.7,54.3,48.7,44.3,101.0,49.2,2.0
cotton,9.69,25.27,679.8,89.6,35.9,36.5,175.9,53.5,3.12
pomegranate,6.75,25.04,781.5,52.4,13.5,58.5,101.3,50.4,10.89
jute,3.4,30.97,2249.5,93.7,50.4,65.6,124.2,84.7,2.69
orange,7.09,24.15,1198.3,32.4,32.1,41.9,121.1,49.4,15.06
muskmelon,3.1,25.24,770.7,52.9,26.7,37.1,85.0,39.0,18.98
maize,5.92,28.1,734.7,66.8,35.6,40.6,156.5,42.3,7.82
pigeonpeas,2.79,28.03,1215.3,47.8,25.3,50.4,104.4,53.4,1.84
grapes,4.2,24.42,543.0,52.4,32.4,40.0,77.8,30.6,12.07
coconut,1.16,29.82,1141.9,62.4,39.0,42.0,125.9,73.8,9.52
lentil,6.09,19.84,513.4,53.0,31.3,46.5,40.0,43.8,1.59
jute,11.53,29.47,1555.1,85.6,42.3,30.4,126.3,81.7,2.82
cotton,14.64,22.33,905.5,62.7,37.3,41.2,194.0,36.6,2.06
lentil,7.87,23.43,767.3,31.1,34.0,31.2,63.1,45.4,1.77
muskmelon,6.7,27.61,796.5,30.4,39.3,51.2,124.3,34.6,16.2
pomegranate,6.76,24.17,563.7,57.9,26.0,41.8,85.7,36.6,15.09
grapes,9.72,22.24,576.0,32.9,19.1,59.1,101.0,51.4,13.8
blackgram,19.94,28.4,729.6,48.5,36.5,47.2,40.0,30.3,1.52
coconut,23.96,28.57,1367.3,66.7,36.3,60.6,139.9,63.8,8.85
chickpea,13.23,21.68,734.4,32.7,47.3,45.6,68.3,47.8,2.29
pigeonpeas,9.09,27.1,869.9,44.2,51.0,35.1,121.7,19.9,1.33
jute,14.3,28.78,1753.3,57.2,30.7,37.6,120.0,74.2,2.78
watermelon,10.68,27.83,465.2,54.7,34.6,50.6,120.1,39.4,26.51
jute,3.89,26.19,1557.5,84.5,27.2,38.5,97.0,78.9,3.91
pomegranate,4.53,23.29,670.9,45.0,22.5,30.1,66.2,28.3,11.07
jute,3.77,27.47,1011.4,82.7,30.0,44.6,111.3,47.2,2.83
mothbeans,4.17,31.51,459.6,24.5,21.9,14.1,87.0,19.9,0.9
pigeonpeas,15.17,22.06,968.7,60.2,18.8,41.8,116.2,51.4,1.5
cotton,7.27,26.7,865.4,89.7,46.9,50.6,107.0,51.4,2.2
maize,9.17,26.09,654.3,102.0,37.7,48.9,165.4,66.7,6.87
mungbean,8.86,31.47,491.7,53.8,19.8,31.4,40.0,21.5,1.15
grapes,6.85,23.88,490.7,65.2,40.4,25.7,99.3,44.1,8.77
maize,2.39,21.37,748.8,120.0,24.9,37.1,150.7,28.1,7.48
orange,5.49,26.29,1025.0,52.6,29.2,62.0,123.5,29.1,13.5
rice,30.0,25.11,381.8,91.7,30.1,27.5,159.6,77.8,4.93
coconut,4.01,28.59,2069.6,62.0,27.4,75.5,115.0,69.4,7.97
rice,4.73,26.55,1225.4,46.7,38.0,52.4,176.9,89.6,3.76
cotton,3.11,25.49,651.8,71.7,33.2,54.7,135.4,43.8,2.67
mango,4.04,28.99,741.9,58.8,26.5,39.0,58.5,54.3,9.41
muskmelon,3.27,25.32,687.6,49.3,25.9,53.7,113.6,33.5,17.21
watermelon,16.86,25.52,623.1,71.9,25.3,31.3,102.7,69.8,19.36
maize,6.99,28.41,346.6,81.9,38.2,47.2,103.4,63.6,5.88
jute,11.1,26.74,1893.7,85.1,29.9,42.7,150.4,78.4,2.53
grapes,2.08,25.56,608.4,39.6,33.0,44.0,89.0,37.6,10.51
blackgram,4.89,28.56,806.6,48.4,29.7,33.0,62.7,41.1,2.06
rice,6.6,25.5,1159.3,78.1,56.5,42.9,165.3,88.5,4.32
watermelon,9.34,22.04,475.5,90.6,43.4,58.5,104.6,39.8,23.64
mango,2.89,27.02,505.0,58.1,22.1,51.4,110.9,54.1,8.52
kidneybeans,13.38,23.45,627.0,43.5,44.5,30.3,110.9,24.7,1.78
kidneybeans,5.33,20.89,398.1,27.1,50.0,44.0,78.1,44.2,1.84
watermelon,4.8,25.05,712.5,54.9,30.9,54.0,99.5,39.1,30.55
apple,9.77,20.53,844.0,41.2,45.3,40.0,71.8,20.9,12.0
muskmelon,3.65,29.46,644.6,61.8,29.3,23.5,110.0,24.1,19.68
banana,11.04,26.63,987.0,65.8,34.7,76.1,256.3,75.5,34.32
apple,13.26,18.77,609.0,46.3,58.6,47.7,85.5,52.1,12.93
pomegranate,3.2,26.05,930.1,53.7,34.3,30.5,106.2,45.5,10.05
watermelon,5.27,30.29,558.0,50.4,41.1,40.1,133.1,56.9,28.89
cotton,10.49,34.32,918.9,117.4,36.7,50.5,90.1,56.7,2.06
kidneybeans,7.21,20.4,745.1,47.2,45.1,34.5,84.3,48.6,1.58
mango,4.89,29.3,758.9,62.3,26.6,40.4,83.9,51.2,8.31
rice,2.89,29.0,1433.7,93.0,33.1,30.8,193.2,68.0,4.74
banana,3.92,27.11,1648.8,72.1,34.4,68.1,190.5,77.3,24.34
lentil,6.27,15.27,572.3,34.0,31.4,34.8,75.8,55.6,1.82
muskmelon,7.99,26.61,612.7,37.7,32.3,41.9,85.1,46.2,17.25
jute,10.71,27.49,994.7,72.9,32.3,42.0,150.1,70.6,3.45
jute,3.8,25.59,891.5,64.6,33.2,41.9,143.1,84.6,2.13
chickpea,4.48,24.89,542.1,41.5,29.3,28.2,54.3,37.1,1.93
papaya,3.3,22.91,1099.4,61.9,36.5,55.8,97.5,48.2,25.17
grapes,12.7,22.68,569.6,39.0,39.0,51.8,97.4,28.7,12.33
chickpea,6.15,27.8,703.9,45.7,19.9,25.2,79.5,27.6,1.38
lentil,1.68,20.62,459.4,28.0,37.6,32.3,57.7,21.1,1.35
watermelon,15.29,33.31,691.5,58.3,26.4,41.4,136.4,57.2,20.71
apple,6.26,20.48,929.1,58.7,23.2,26.8,91.6,42.9,12.22
coconut,3.38,31.61,1650.2,38.7,13.6,53.5,109.2,72.9,8.64
papaya,22.18,31.68,1113.5,80.5,34.0,65.8,151.6,69.9,42.72
orange,8.55,34.46,707.2,42.4,29.1,47.5,125.1,44.9,14.66
coconut,23.49,24.46,1594.8,68.7,32.2,57.2,96.5,77.1,6.74
blackgram,13.89,24.52,913.0,45.8,23.4,25.1,40.0,51.4,1.55
maize,8.83,23.05,784.5,89.1,60.3,41.7,91.3,63.8,6.68
maize,6.76,27.2,796.8,58.8,42.3,39.0,110.6,57.2,7.45
coffee,6.73,22.28,1270.0,63.7,31.0,30.4,125.4,79.8,2.29
jute,9.46,22.1,688.4,71.5,39.9,46.0,116.7,58.5,2.32
lentil,4.81,18.0,543.1,43.9,31.3,26.7,73.6,30.7,1.46
rice,7.76,24.01,647.0,116.4,35.4,30.2,97.0,81.1,4.33
pomegranate,15.25,24.18,661.1,51.3,30.2,46.0,85.6,50.0,12.2
jute,8.21,27.39,1562.7,95.5,28.8,26.3,180.0,42.7,2.7
coconut,3.55,22.82,1838.1,54.8,30.9,59.3,141.1,52.3,6.66
blackgram,13.92,31.54,631.3,38.4,38.6,27.0,68.5,51.8,1.36
muskmelon,5.02,27.73,505.4,50.2,28.0,28.8,121.9,41.2,17.28
grapes,6.82,25.07,781.8,47.3,35.8,36.6,95.0,52.6,9.31
blackgram,22.01,28.3,653.9,31.8,22.7,50.4,85.2,36.4,1.81
mothbeans,10.99,32.88,538.8,36.4,22.0,34.7,82.4,39.7,1.63
mungbean,6.27,26.71,559.1,47.5,32.3,42.4,77.8,44.2,1.54
grapes,5.13,26.5,834.8,51.8,17.7,35.4,106.4,51.3,11.34
jute,13.19,27.54,1061.3,57.8,31.8,42.0,138.0,69.2,3.02
muskmelon,8.58,26.65,553.4,69.6,22.9,42.9,77.8,56.1,18.98
coffee,15.61,17.88,1811.3,59.6,38.4,48.7,158.9,80.4,2.62
mothbeans,6.23,28.99,461.8,46.1,10.5,32.6,60.8,18.5,0.98
orange,28.45,22.47,535.6,50.0,28.6,36.2,118.3,50.2,12.98
mungbean,30.0,26.89,735.9,31.8,23.1,27.2,61.9,25.9,1.76
jute,2.49,25.69,1216.9,90.1,40.0,44.2,105.9,60.4,2.76
papaya,1.91,32.11,870.5,78.6,33.8,70.4,137.0,64.6,33.18
rice,11.92,25.69,1244.2,65.6,34.2,35.0,125.9,49.7,4.45
mungbean,10.32,25.97,850.0,50.4,28.5,22.4,68.7,29.6,1.28
lentil,5.49,12.84,651.3,46.6,32.7,47.5,60.4,22.8,2.04
blackgram,4.69,32.57,978.5,54.8,28.9,33.0,46.5,49.7,1.16
chickpea,7.96,22.23,628.4,53.0,31.1,35.8,98.4,41.7,1.67
lentil,9.12,23.71,529.2,49.5,27.7,23.4,62.5,15.4,1.68
cotton,3.29,28.97,554.4,85.4,46.6,61.1,132.9,41.7,2.54
maize,9.45,22.07,795.7,97.6,43.7,32.4,183.3,44.6,6.09
papaya,19.0,24.15,1372.4,78.2,29.8,58.0,184.8,63.7,36.01
maize,4.12,24.63,394.7,61.4,60.5,34.3,104.8,41.9,4.56
watermelon,7.99,24.52,615.5,62.2,31.3,36.1,103.6,45.7,29.65
coconut,3.79,27.1,1241.1,59.2,20.8,70.6,126.7,65.9,10.22
rice,7.76,25.54,792.4,79.0,51.8,39.6,99.4,51.6,4.29
blackgram,5.34,31.82,676.8,48.7,31.1,34.0,59.7,26.0,2.06
coffee,8.76,21.47,1939.6,59.9,31.8,50.1,132.1,65.3,1.77
cotton,8.11,25.72,578.7,63.2,46.9,60.5,170.4,75.3,1.81
pomegranate,8.06,27.29,733.0,68.9,32.5,45.9,105.7,32.1,14.41
coffee,2.95,18.71,1721.4,80.7,43.1,38.4,118.1,81.3,2.65
blackgram,17.23,23.62,732.5,41.0,29.4,20.4,40.0,38.4,1.39
lentil,4.66,23.4,589.7,45.2,28.7,23.1,40.0,22.3,1.41
mango,8.18,24.19,1723.4,73.3,27.2,43.2,90.8,54.9,7.02
blackgram,9.76,25.47,942.8,53.6,30.6,18.8,74.2,65.0,1.55
kidneybeans,4.64,17.14,550.9,46.4,38.0,43.6,84.8,26.5,1.97
mothbeans,8.44,28.77,472.2,21.8,10.0,18.2,40.0,14.4,1.21
blackgram,8.53,27.87,679.6,54.6,38.3,18.1,114.7,27.2,1.58
grapes,13.18,26.15,671.3,45.0,36.4,54.5,67.3,40.6,6.82
pomegranate,2.97,26.11,517.6,74.0,28.9,23.4,125.2,49.9,12.03
jute,9.78,25.77,758.8,88.9,30.9,39.1,136.0,72.3,2.86
watermelon,3.32,26.43,602.3,53.9,27.8,46.8,112.1,69.3,29.45
chickpea,5.01,19.34,360.0,51.6,35.9,38.1,77.0,32.3,2.0
lentil,8.01,20.42,595.3,26.4,27.6,30.2,74.9,31.4,1.78
lentil,2.44,21.29,415.3,40.2,36.3,40.9,82.4,20.2,1.61
watermelon,17.38,26.66,363.9,44.1,32.2,53.2,150.1,29.9,24.59
papaya,3.8,29.16,1429.7,62.6,32.6,53.5,94.5,75.0,35.81
pigeonpeas,9.92,33.58,918.6,53.2,13.9,39.2,84.5,54.3,1.78
maize,20.16,21.31,599.3,68.1,50.3,30.5,136.8,61.9,7.13
cotton,3.16,26.39,514.3,69.8,36.0,55.7,154.5,81.5,2.69
watermelon,5.27,25.45,774.7,35.2,33.6,52.6,122.6,61.9,23.39
muskmelon,8.41,24.36,404.5,44.7,41.8,36.8,56.8,54.1,11.9
cotton,30.0,25.92,734.5,108.0,41.4,49.7,179.0,56.9,2.48
mothbeans,6.43,26.68,525.2,47.1,21.6,30.9,60.4,26.0,1.17
mango,10.22,23.82,1029.9,42.9,20.7,30.8,96.7,21.9,9.32
orange,11.44,21.69,942.9,69.2,30.8,39.5,110.5,54.7,13.02
lentil,7.16,18.92,443.9,41.3,12.8,14.5,75.5,47.8,1.29
pomegranate,11.72,20.49,1033.1,78.0,27.7,44.0,79.9,49.1,9.54
watermelon,7.34,25.5,388.4,39.4,27.5,54.4,74.1,50.0,28.3
blackgram,16.23,29.63,583.8,38.6,29.3,26.4,77.0,49.2,1.55
chickpea,9.4,24.86,772.7,42.4,39.0,32.8,92.4,34.4,2.87
coffee,4.94,20.73,1332.3,52.0,37.8,33.3,83.2,48.7,2.34
watermelon,9.81,25.84,619.5,38.1,27.2,37.6,154.6,29.3,26.09
mothbeans,12.89,29.75,539.8,28.3,31.2,43.2,59.7,32.8,1.11
mango,8.35,26.42,896.6,38.3,32.8,35.6,133.8,42.2,9.48
coffee,11.04,21.33,2379.9,69.9,34.5,52.8,118.2,72.6,2.25
maize,3.71,22.09,1153.1,87.0,30.9,34.0,162.7,62.0,5.29
rice,7.54,31.35,1409.8,41.4,43.9,29.0,159.9,65.7,3.69
cotton,4.68,26.31,640.3,97.8,37.4,45.0,91.2,49.1,2.79
watermelon,11.26,25.74,676.6,58.2,15.2,68.2,128.1,58.2,20.3
grapes,12.9,22.96,583.1,48.3,26.4,44.8,145.1,30.1,9.55
kidneybeans,11.27,15.61,728.9,61.5,28.6,26.8,138.7,32.5,1.94
mothbeans,4.31,29.62,632.5,31.6,21.5,10.0,51.5,39.5,1.26
mothbeans,17.4,22.61,544.6,51.5,16.4,20.4,79.1,10.9,1.14
blackgram,30.0,31.73,659.3,34.7,15.6,20.9,111.2,29.6,1.29
coconut,13.24,24.83,1543.5,68.0,34.0,74.6,152.7,65.9,7.14
mothbeans,1.94,30.01,462.7,10.0,24.9,23.5,43.1,30.3,1.33
mungbean,11.48,27.54,395.7,29.3,35.0,28.2,67.7,18.0,1.33
mungbean,11.08,22.85,794.3,38.7,16.6,25.5,80.4,47.4,1.2
grapes,3.97,22.38,788.3,35.4,14.6,48.5,101.9,57.5,9.89
coffee,11.41,21.1,1338.4,55.8,27.8,43.0,98.6,57.5,2.28
cotton,2.1,26.38,1138.4,81.9,34.6,48.8,113.0,68.8,1.99
maize,7.03,26.18,585.2,125.5,44.5,44.3,149.1,67.7,6.65
mango,6.14,24.98,1033.2,49.9,34.7,48.5,139.0,62.6,7.88
lentil,14.3,17.42,389.2,61.1,36.8,41.2,97.8,35.4,2.09
kidneybeans,3.74,22.57,626.9,39.8,42.3,41.6,82.4,42.2,1.62
watermelon,5.0,22.98,445.9,48.8,33.7,53.0,114.8,59.3,18.09
coffee,1.71,27.68,1233.3,84.7,46.4,38.9,99.7,72.7,2.3
pigeonpeas,12.58,25.52,1010.6,46.7,33.8,49.4,84.3,34.2,1.32
pigeonpeas,8.75,22.12,838.4,44.5,49.1,31.8,106.0,51.5,2.01
muskmelon,11.04,29.89,459.3,61.3,39.8,30.8,113.3,10.0,16.01
cotton,11.25,21.35,910.3,77.2,19.1,31.1,162.2,47.3,1.6
blackgram,10.7,31.84,537.7,51.1,36.3,24.4,64.9,41.3,1.46
kidneybeans,3.15,21.65,729.3,60.1,25.3,38.4,91.8,42.9,2.36
maize,30.0,21.86,824.3,140.0,42.2,37.0,121.0,64.1,7.57
mothbeans,24.98,33.97,434.0,22.7,17.1,22.6,93.2,19.4,1.07
kidneybeans,5.7,20.88,650.1,59.8,25.9,28.6,95.3,40.9,1.6
blackgram,16.04,26.45,534.8,34.8,17.7,31.9,97.9,30.1,1.48
coconut,9.06,24.13,1493.8,43.3,40.3,50.0,140.1,67.6,8.1
chickpea,5.37,26.12,250.0,34.1,51.8,27.5,109.2,42.2,2.24
lentil,7.49,23.28,571.7,62.1,35.3,33.8,57.0,48.8,1.53
chickpea,7.71,19.73,508.8,46.0,44.8,27.2,82.0,41.7,2.28
lentil,3.92,19.15,299.2,35.2,31.6,29.5,91.0,38.2,1.85
banana,4.1,27.92,1018.5,83.0,34.4,45.7,183.0,93.0,23.06
blackgram,5.32,31.91,880.0,63.0,38.2,40.4,62.3,23.7,1.23
grapes,13.07,26.9,767.2,32.3,17.5,53.9,88.2,30.7,9.27
muskmelon,9.42,32.95,660.4,57.6,26.6,43.3,129.2,48.7,14.42
mango,2.32,23.15,794.9,40.8,44.7,63.2,109.3,51.1,7.24
muskmelon,7.21,27.84,303.0,62.4,28.1,31.2,96.8,64.9,18.34
papaya,9.91,25.02,1586.0,65.3,36.3,73.0,148.6,81.6,33.35
pomegranate,8.3,20.57,567.4,41.0,23.8,40.1,66.1,51.5,13.62
kidneybeans,5.86,22.38,803.4,43.2,41.7,48.5,112.0,44.5,1.94
orange,7.98,26.98,726.0,63.0,24.6,53.7,104.5,44.4,10.64
jute,5.45,31.38,1951.6,68.6,18.3,33.0,120.5,82.2,2.75
apple,20.9,12.0,818.4,40.5,34.3,33.1,94.1,40.6,14.19
mungbean,3.42,28.76,461.4,38.9,40.9,30.7,71.4,34.0,1.77
orange,11.84,23.99,792.3,57.9,18.9,49.9,146.5,25.5,9.79
maize,14.9,21.0,571.9,61.5,45.6,42.4,141.7,65.3,7.2
pomegranate,3.67,24.34,919.1,52.0,20.1,41.2,120.1,61.7,14.37
mungbean,5.79,24.04,534.9,34.0,32.7,34.7,40.0,26.6,1.32
mango,10.21,28.58,1389.0,68.3,34.8,46.6,110.3,34.1,8.1
coffee,6.56,18.71,1570.0,64.8,41.6,28.5,58.6,66.9,2.03
watermelon,4.71,25.4,515.7,52.6,23.0,44.2,95.3,60.1,23.67
kidneybeans,7.19,26.64,588.3,43.1,44.0,40.5,63.6,48.5,1.54
maize,30.0,24.43,595.5,118.1,45.6,22.5,110.8,45.7,4.9
watermelon,6.97,26.94,507.3,58.3,29.6,47.5,84.4,59.0,21.12
rice,9.28,26.68,1165.5,66.1,34.0,45.1,219.0,75.5,2.5
watermelon,3.02,31.43,467.5,74.6,10.0,44.6,109.2,24.6,20.79
jute,21.68,25.51,1329.4,80.6,34.5,35.9,167.2,45.6,2.01
muskmelon,13.79,28.71,668.9,65.0,44.1,44.3,105.9,58.4,15.56
blackgram,9.49,28.47,436.1,50.2,22.9,20.2,72.6,22.8,1.84
mango,8.88,24.18,816.5,54.4,39.0,46.6,98.6,53.5,10.0
muskmelon,6.13,31.33,557.9,56.8,32.8,33.8,90.4,40.3,11.61
mango,15.45,25.75,1085.9,36.1,33.4,50.6,63.7,44.3,7.95
papaya,8.88,27.69,1667.5,72.5,38.0,52.8,166.4,72.3,32.48
apple,27.0,23.29,795.4,37.3,28.5,35.0,97.1,25.2,13.74
orange,2.28,24.14,480.4,60.3,24.7,46.8,100.5,20.1,13.57
banana,9.01,23.58,1396.7,75.7,24.9,48.8,162.8,70.5,32.93
grapes,9.83,27.78,653.6,45.5,30.8,45.7,85.2,54.1,11.08
pomegranate,7.1,24.88,619.9,59.5,26.0,49.5,75.7,39.7,12.44
apple,4.54,16.76,773.3,45.1,16.7,35.3,62.3,41.5,10.51
mungbean,7.9,27.25,848.4,40.1,31.7,34.8,77.3,35.2,1.66
kidneybeans,5.18,20.47,491.9,75.7,30.0,41.6,87.7,33.8,2.17
banana,4.31,29.34,1567.3,63.5,29.8,81.8,203.3,70.6,35.21
blackgram,6.6,31.77,929.4,57.8,28.0,10.0,85.1,19.3,1.07
pomegranate,24.79,26.95,606.8,70.4,28.8,53.5,125.7,25.3,12.18
orange,22.9,27.98,817.4,73.1,24.6,41.4,96.9,45.5,13.82
papaya,7.55,28.38,1035.8,85.6,34.3,59.1,149.3,64.7,40.94
muskmelon,11.05,29.72,626.1,66.5,32.4,48.1,106.8,40.9,17.68
rice,5.52,26.48,769.2,100.2,41.2,45.9,187.9,53.1,4.17
apple,5.79,15.62,696.6,64.2,32.7,36.9,85.4,39.7,12.24
papaya,30.0,28.27,957.0,64.6,32.8,72.1,149.5,66.2,37.85
pigeonpeas,9.22,33.27,976.0,79.2,45.9,48.6,133.6,39.6,1.39
banana,5.01,25.91,1213.6,80.4,40.7,43.9,183.7,68.5,25.13
mungbean,11.25,25.76,801.9,50.8,32.2,33.9,61.6,26.1,1.2
coconut,2.52,35.29,1926.6,48.6,38.5,51.0,148.9,84.7,8.73
rice,7.26,24.37,1052.6,96.0,41.8,35.0,86.0,80.3,3.54
orange,6.8,28.92,1264.1,53.2,32.6,39.9,101.0,25.4,11.9
jute,4.03,27.65,824.3,97.9,26.3,33.0,136.0,59.8,3.27
jute,10.01,32.97,1691.7,80.8,22.5,20.8,97.6,57.4,2.81
orange,14.99,23.59,1128.4,43.9,29.7,47.6,97.2,42.4,9.0
orange,6.65,27.19,940.2,47.6,37.3,40.1,121.0,40.1,12.31
apple,11.4,17.76,669.9,40.7,42.9,36.4,120.3,30.3,13.32
rice,9.57,30.24,539.2,75.2,40.9,35.9,113.4,73.4,3.56
blackgram,5.22,28.78,701.7,34.9,27.8,30.1,68.1,35.2,1.43
mungbean,9.63,21.42,785.7,44.6,29.9,29.7,71.2,17.1,0.94
grapes,18.72,26.19,413.8,44.4,32.9,52.7,94.4,46.6,9.97
jute,6.65,19.68,1110.6,90.1,34.8,36.6,132.5,68.6,2.49
banana,30.0,27.8,1727.0,74.2,42.9,62.5,223.0,83.9,33.8
apple,10.62,12.3,825.1,44.1,30.9,32.6,98.6,48.4,12.65
banana,17.88,27.23,937.1,79.4,45.1,75.0,208.3,88.0,34.48
apple,12.25,16.35,564.3,43.6,36.2,41.0,63.8,45.6,11.38
jute,4.83,27.96,1390.8,73.5,43.7,41.4,118.0,69.3,2.92
mothbeans,2.74,24.08,483.3,21.6,19.6,24.0,50.8,30.9,1.09
maize,3.37,22.68,832.8,65.5,27.3,53.0,112.8,43.1,6.94
muskmelon,9.37,29.45,523.2,61.2,34.1,38.9,92.1,35.3,23.22
coconut,8.1,30.13,2500.0,70.8,28.3,37.7,130.2,75.9,10.08
kidneybeans,14.4,20.67,494.9,67.6,45.1,37.1,82.2,51.2,1.9
mango,19.31,22.81,1503.3,64.7,34.7,63.7,131.0,59.3,8.46
mango,3.47,26.07,823.9,48.6,28.5,37.7,114.8,50.0,8.91
cotton,9.25,27.08,592.9,123.0,39.4,55.0,143.6,57.6,2.45
coconut,3.28,23.71,1513.2,68.4,12.1,69.8,132.1,60.0,7.9
jute,2.73,25.06,1020.1,63.4,32.5,39.0,143.7,47.7,2.67
coconut,15.77,28.12,1470.2,50.6,23.6,61.4,73.0,73.2,8.21
mango,12.44,23.83,1070.5,62.0,26.3,36.0,123.5,60.6,6.38
muskmelon,9.5,28.26,306.2,41.9,25.2,36.5,104.0,41.3,17.44
mothbeans,11.58,31.43,567.8,32.6,15.4,20.8,76.5,46.0,0.87
chickpea,17.7,28.37,583.2,57.7,33.6,31.5,84.1,29.4,1.41
pomegranate,2.92,27.08,740.9,43.0,22.2,39.1,97.2,53.1,14.34
rice,2.21,28.74,1428.5,70.8,32.1,51.1,157.7,71.6,4.37
chickpea,2.41,21.69,522.8,56.7,34.3,44.3,86.8,35.4,2.51
papaya,7.82,25.58,1668.7,71.1,28.8,47.7,148.7,74.9,37.26
coconut,5.76,26.08,1374.9,69.9,32.5,56.5,138.9,62.7,7.28
maize,3.81,28.21,654.6,111.1,38.8,40.3,131.7,47.3,7.13
rice,8.1,22.31,1384.5,82.4,36.3,54.9,143.5,92.1,3.86
mango,5.45,23.86,1144.1,65.2,26.6,49.9,132.2,50.8,9.17
pigeonpeas,17.78,26.81,1254.7,36.9,44.8,34.1,102.0,43.1,1.81
muskmelon,16.94,24.9,507.9,57.9,24.7,37.0,82.4,55.2,17.75
coffee,3.37,16.42,1870.1,64.8,34.1,53.1,80.5,72.2,1.48
maize,12.6,21.4,779.4,100.1,45.2,55.6,98.3,62.8,6.17
mothbeans,13.44,26.75,572.7,55.1,29.8,23.7,67.7,36.9,0.96
rice,5.76,26.15,767.9,63.8,42.0,42.8,79.7,62.1,5.9
muskmelon,7.37,26.77,462.6,33.4,25.2,35.7,112.3,26.5,19.43
grapes,5.41,29.1,838.7,61.2,40.0,55.7,137.8,29.9,11.54
jute,4.84,25.48,1170.3,98.2,39.0,44.9,79.1,69.4,2.04
mungbean,30.0,29.16,391.7,52.6,33.5,36.1,63.0,14.0,1.02
grapes,15.99,21.34,840.9,61.8,24.3,42.7,74.6,40.1,8.01
mungbean,3.51,24.95,420.7,12.1,33.6,34.3,53.3,26.8,1.42
pigeonpeas,9.96,29.69,589.0,47.5,34.4,48.3,91.5,53.1,2.06
kidneybeans,2.25,24.68,806.8,65.1,44.3,41.6,110.8,51.5,2.08
mungbean,12.32,27.79,740.0,38.2,23.9,30.9,97.3,34.9,1.46
pomegranate,17.33,22.68,339.2,56.4,39.9,51.9,115.5,35.8,13.94
mango,1.36,21.74,697.6,71.8,26.8,48.2,121.2,57.1,8.81
orange,7.46,22.36,1038.5,36.1,18.9,40.7,93.1,27.7,16.29
blackgram,15.36,25.83,674.7,58.3,29.4,15.5,61.2,28.5,1.3
muskmelon,30.0,26.89,556.7,24.2,31.0,42.7,137.9,37.7,16.29
maize,7.95,27.75,825.9,111.4,38.5,44.3,163.7,45.3,6.81
apple,26.55,17.46,1206.5,42.7,25.5,47.4,108.1,31.0,12.0
mothbeans,11.79,29.79,499.4,25.2,25.7,33.6,70.3,10.0,0.89
banana,30.0,25.44,1212.0,64.5,38.0,71.4,111.4,75.7,31.85
cotton,5.04,30.46,1016.3,90.3,44.6,47.9,178.0,51.5,2.34
coffee,7.82,20.53,1339.5,68.5,31.6,27.2,112.1,71.1,2.26
maize,2.78,25.13,910.9,86.4,46.8,34.2,150.2,46.1,5.9
watermelon,6.28,30.64,593.0,67.9,26.5,42.7,119.4,33.3,23.89
coffee,4.43,20.88,1099.8,58.0,34.0,57.9,97.7,84.5,1.93
banana,3.2,33.15,1303.2,78.9,45.7,77.2,243.5,85.4,22.13
mothbeans,5.5,28.85,372.6,44.3,19.3,23.3,40.0,10.0,1.14
watermelon,4.07,23.91,658.2,56.0,30.2,46.9,142.4,42.8,26.68
orange,2.92,25.42,463.2,50.3,42.0,34.2,89.0,50.6,15.72
cotton,11.04,27.33,780.4,84.2,37.4,53.6,142.0,58.0,2.42
jute,5.74,26.31,1519.0,97.1,45.3,30.5,104.6,63.2,2.78
jute,10.38,23.22,489.1,74.7,41.2,27.5,90.2,63.8,3.41
chickpea,4.48,18.85,759.1,40.5,28.6,34.2,73.4,44.6,1.84
mungbean,2.57,26.63,763.0,57.8,35.8,12.7,75.5,26.1,1.84
cotton,15.57,29.72,526.2,74.3,43.3,35.7,165.2,46.4,1.96
mango,4.85,25.0,752.4,42.7,39.9,59.9,100.8,32.9,11.7
lentil,13.86,19.85,459.0,41.7,36.0,30.8,49.6,14.9,1.74
